Column1	Temp noRef	Column1	Temp twoRef	Column1	Temp sixRef		Column1	Mach noRef	Column1	Mach oneRef	Column1	Mach twoRef			Column1	Temp noRef	Column1	Temp oneRef	Column1	Temp twoRef	Column2	Temp threeRef	Column3	temp fourRef	Column4	temp fifthRef	Column6	temp sixthRef
				-0.00446328	848.038				-0.0004528	0.0612991	-0.0098362	0.0573574							-0.0050173	836.863	-0.000915763	819.888	-0.103096	780.271	-0.00446328	848.038	-0.0267113	847.942
				-0.00419094	848.077				-0.000225145	0.0537256	-0.00909693	0.0595275							-0.00473872	836.925	-0.000682995	802.148	-0.103096	780.271	-0.00419094	848.077	-0.0254526	848.003
				-0.00392167	848.112				-1.94E-16	0.0468099	-0.00810871	0.062282							-0.00446328	836.991	-0.0004528	757.505	-0.104973	421.911	-0.00392167	848.112	-0.0235753	848.172
				-0.00365542	848.139						-0.00684062	0.0677586							-0.00419094	837.089	-0.000225145	637.457	-0.104973	421.911	-0.00365542	848.139	-0.0218804	848.288
				-0.00339215	848.163						-0.00643129	0.0695482							-0.00392167	837.261	-1.94E-16	300	-0.105002	415.4	-0.00339215	848.163	-0.2	138
				-0.00313183	848.198						-0.00627763	0.0703799											-0.106672	141.9	-0.00313183	848.198	-0.197902	138
				-0.00287442	848.298						-0.0050173	0.0769499											-0.105837	199.859	-0.00287442	848.298	-0.193131	138
				-0.00261989	848.568						-0.00473872	0.0783844											-0.10503	408.029	-0.00261989	848.568	-0.182512	138
				-0.0023682	848.955						-0.00446328	0.0796878													-0.0023682	848.955	-0.176153	138
				-0.00211932	849.255						-0.00419094	0.0807749													-0.00211932	849.255	-0.169744	138
				-0.0018732	849.36						-0.00392167	0.0816401													-0.0018732	849.36	-0.160669	138
											-0.00365542	0.0822685													-0.00162982	849.071	-0.158227	138
											-0.00339215	0.0826503													-0.00138914	847.807	-0.150403	138
											-0.00313183	0.082794													-0.00115113	844.731	-0.141522	138
											-0.00287442	0.0827529													-0.000915763	838.65	-0.138192	138
											-0.00261989	0.0826363													-0.000682995	826.101	-0.127832	138
											-0.0023682	0.0825886													-0.0004528	792.846	-0.1273	138
											-0.00211932	0.0827497													-0.000225145	673.785	-0.125988	138
											-0.0018732	0.0832209													-1.94E-16	300	-0.117626	138
											-0.00162982	0.084047															-0.112604	138
											-0.00138914	0.0851971															-0.113699	138
											-0.00115113	0.0865702															-0.114335	138
											-0.000915763	0.0880354															-0.117626	138
											-0.000682995	0.0894346															-0.111855	138
											-0.0004528	0.0898961															-0.112604	138
											-0.000225145	0.0836059															-0.11142	138
											-1.94E-16	0.0775787															-0.110012	138
