"((xy/key/label ""x0.01"")"	Column1	"((xy/key/label ""x0.02"")"	Column1	"((xy/key/label ""x0.03"")"	Column1	"((xy/key/label ""x0.04"")"	Column1	"((xy/key/label ""x0.05"")"	Column1	"((xy/key/label ""x0.06"")"	Column1	"((xy/key/label ""x0.07"")"	Column1	"((xy/key/label ""x0.08"")"	Column1	"((xy/key/label ""x0.09"")"	Column1	"((xy/key/label ""x0.1"")"	Column1		"((xy/key/label ""x0.01"")"	Column1	"((xy/key/label ""x0.02"")"	Column1	"((xy/key/label ""x0.03"")"	Column1	"((xy/key/label ""x0.04"")"	Column1	"((xy/key/label ""x0.05"")"	Column1	"((xy/key/label ""x0.06"")"	Column1	"((xy/key/label ""x0.07"")"	Column1	"((xy/key/label ""x0.08"")"	Column1	"((xy/key/label ""x0.09"")"	Column1	"((xy/key/label ""x0.1"")"	Column1
889	0.150255	963.33	0.148367	1005.376	0.154625	1062.477	0.154443	1125.666	0.151954	1110.849	0.164255	1205.482	0.151724	1184.994	0.16236	1251.924	0.153462	1246.906	0.159446		1111	0.150255	1036.67	0.148367	994.624	0.154625	937.523	0.154443	874.334	0.151954	889.151	0.164255	794.518	0.151724	815.006	0.16236	748.076	0.153462	753.094	0.159446
878.48	0.156209	952.43	0.152326	1003.482	0.15522	1053.576	0.156536	1111.554	0.15449	1110.836	0.164259	1197.372	0.153106	1180.434	0.163436	1230.972	0.157957	1231.449	0.163231		1121.52	0.156209	1047.57	0.152326	996.518	0.15522	946.424	0.156536	888.446	0.15449	889.164	0.164259	802.628	0.153106	819.566	0.163436	769.028	0.157957	768.551	0.163231
876.55	0.157037	946.77	0.154273	986.15	0.160425	1037.67	0.160409	1101.45	0.156652	1110.818	0.164264	1178.318	0.15678	1174.857	0.164903	1225.41	0.159143	1220.617	0.166058		1123.45	0.157037	1053.23	0.154273	1013.85	0.160425	962.33	0.160409	898.55	0.156652	889.182	0.164264	821.682	0.15678	825.143	0.164903	774.59	0.159143	779.383	0.166058
864.3	0.163945	939.35	0.156932	985.42	0.160653	1025.42	0.163859	1091.107	0.158854	1096.781	0.168	1173.099	0.157859	1164.635	0.16756	1223.755	0.159548	1213.722	0.168		1135.7	0.163945	1060.65	0.156932	1014.58	0.160653	974.58	0.163859	908.893	0.158854	903.219	0.168	826.901	0.157859	835.365	0.16756	776.245	0.159548	786.278	0.168
861.37	0.16538	932.53	0.159096	979.25	0.162615	1017.739	0.165941	1086.15	0.160092			1154.062	0.162431	1162.992	0.168	1212.021	0.162337				1138.63	0.16538	1067.47	0.159096	1020.75	0.162615	982.261	0.165941	913.85	0.160092			845.938	0.162431	837.008	0.168	787.979	0.162337		
859.44	0.166279	921.99	0.162904	968.71	0.165916	1011.081	0.168	1076.927	0.162435			1147.484	0.16398			1206.274	0.163826				1140.56	0.166279	1078.01	0.162904	1031.29	0.165916	988.919	0.168	923.073	0.162435			852.516	0.16398			793.726	0.163826		
857.78	0.168	917.24	0.164536	962.45	0.168			1068.996	0.164547			1145.723	0.164438			1190.908	0.167781				1142.22	0.168	1082.76	0.164536	1037.55	0.168			931.004	0.164547			854.277	0.164438			809.092	0.167781		
		909.48	0.168	966.84	0.166497			1063.253	0.166028			1132.417	0.168			1190.042	0.168						1090.52	0.168	1033.16	0.166497			936.747	0.166028			867.583	0.168			809.958	0.168		
				968.71	0.165916			1057.142	0.167748																1031.29	0.165916			942.858	0.167748										
								1056.212	0.168																				943.788	0.168										
