x position	heat_tr	normalised		position	dT/dy	normalised dT/dy		position	temp	normalised		x	Stanton	Plotted stanton	normalised		x	temp	normalised
0.154004	347.945	0.207523932		0.169053	-221094	-0.880491273		0.154004	1483	0.956780366		0.152	-0.000958533	0.000958533	0.099155167		0.149003	306.695	0.107627765
0.155004	350.374	0.208972654		0.170054	-222519	-0.886166235		0.155004	1482.76	0.956625527		0.153	-0.000960578	0.000960578	0.099366711		0.150003	306.701	0.107742182
0.156004	352.824	0.210433901		0.171055	-223904	-0.891681899		0.156004	1482.53	0.956477139		0.154	-0.000962313	0.000962313	0.099546188		0.151003	306.705	0.107818459
0.157004	355.282	0.211899919		0.172056	-225221	-0.896926759		0.157004	1482.31	0.956335202		0.155	-0.000963767	0.000963767	0.099696597		0.152003	306.708	0.107875667
0.158004	357.729	0.213359377		0.173057	-226467	-0.901888866		0.158004	1482.09	0.956193266		0.156	-0.000964977	0.000964977	0.099821765		0.153004	306.709	0.107894737
0.159004	360.151	0.214803924		0.174059	-227668	-0.906671764		0.159004	1481.88	0.956057781		0.157	-0.000965982	0.000965982	0.099925727		0.154004	306.709	0.107894737
0.160004	362.546	0.216232368		0.17506	-228856	-0.91140289		0.160004	1481.68	0.955928748		0.158	-0.000966828	0.000966828	0.100013241		0.155004	306.708	0.107875667
0.161004	364.923	0.217650076		0.176061	-230055	-0.916177823		0.161004	1481.5	0.955812618		0.159	-0.000967563	0.000967563	0.100089273		0.156004	306.705	0.107818459
0.162004	367.292	0.219063013		0.177063	-231264	-0.920992581		0.162004	1481.32	0.955696488		0.16	-0.000968232	0.000968232	0.100158477		0.157004	306.702	0.107761251
0.163005	369.656	0.220472967		0.178064	-232463	-0.925767514		0.163005	1481.14	0.955580359		0.161	-0.000968876	0.000968876	0.100225096		0.158004	306.699	0.107704043
0.164005	372.012	0.22187815		0.179065	-233633	-0.930426956		0.164005	1480.98	0.955477132		0.162	-0.000969527	0.000969527	0.100292438		0.159004	306.696	0.107646834
0.165005	374.357	0.223276772		0.180067	-234761	-0.934919137		0.165005	1480.81	0.955367454		0.163	-0.000970207	0.000970207	0.100362781		0.160004	306.692	0.107570557
0.166005	376.682	0.224663466		0.181068	-235848	-0.939248038		0.166005	1480.65	0.955264228		0.164	-0.000970926	0.000970926	0.100437157		0.161004	306.689	0.107513349
0.167005	378.972	0.226029285		0.182069	-236903	-0.943449501		0.167005	1480.49	0.955161001		0.165	-0.000971689	0.000971689	0.100516086		0.162004	306.685	0.107437071
0.168005	381.209	0.227363493		0.183071	-237940	-0.94757928		0.168005	1480.34	0.955064226		0.166	-0.000972488	0.000972488	0.100598738		0.163005	306.682	0.107379863
0.169005	383.379	0.22865774		0.184072	-238972	-0.951689147		0.169005	1480.21	0.954980355		0.166	-0.000972488	0.000972488	0.100598738		0.164005	306.679	0.107322654
0.170005	385.482	0.229912027		0.185074	-240004	-0.955799015		0.170005	1480.09	0.954902935		0.167	-0.000973304	0.000973304	0.100683149		0.165005	306.676	0.107265446
0.171005	387.54	0.231139475		0.186075	-241035	-0.9599049		0.171005	1480	0.95484487		0.168	-0.000974104	0.000974104	0.100765905		0.166005	306.673	0.107208238
0.172006	389.58	0.232356186		0.187077	-242061	-0.963990872		0.172006	1479.93	0.954799708		0.169	-0.000974847	0.000974847	0.100842764		0.166005	306.673	0.107208238
0.173006	391.621	0.233573495		0.188079	-243081	-0.96805295		0.173006	1479.87	0.954760998		0.17	-0.000975508	0.000975508	0.100911141		0.167005	306.67	0.10715103
0.174006	393.663	0.2347914		0.18908	-244110	-0.97215087		0.174006	1479.81	0.954722289		0.171	-0.000976088	0.000976088	0.100971139		0.168005	306.667	0.107093822
0.175006	395.691	0.236000954		0.190082	-245177	-0.976400123		0.175006	1479.75	0.954683579		0.172	-0.000976621	0.000976621	0.101026275		0.169005	306.663	0.107017544
0.176006	397.688	0.23719202		0.191083	-246308	-0.98090425		0.176006	1479.69	0.954644869		0.173	-0.00097716	0.00097716	0.101082032		0.170005	306.659	0.106941266
0.177006	399.644	0.238358632		0.192085	-247514	-0.98570706		0.177006	1479.63	0.954606159		0.174	-0.000977754	0.000977754	0.101143478		0.171005	306.656	0.106884058
0.178006	401.562	0.23950258		0.193087	-248778	-0.990740851		0.178006	1479.59	0.954580352		0.175	-0.000978434	0.000978434	0.10121382		0.172006	306.652	0.10680778
0.179007	403.449	0.240628038		0.194089	-250050	-0.995806502		0.179007	1479.56	0.954560997		0.176	-0.000979207	0.000979207	0.101293783		0.173006	306.649	0.106750572
0.180007	405.318	0.241742761		0.19509	-251103	-1		0.180007	1479.54	0.954548094		0.177	-0.000980058	0.000980058	0.101381814		0.174006	306.647	0.106712433
0.181007	407.174	0.24284973		0.196092	-250981	-0.999514144		0.181007	1479.53	0.954541642		0.178	-0.000980962	0.000980962	0.101475328		0.175006	306.645	0.106674294
0.182007	409.02	0.243950735		0.197094	-245756	-0.978705949		0.182007	1479.53	0.954541642		0.179	-0.0009819	0.0009819	0.10157236		0.176006	306.644	0.106655225
0.183007	410.855	0.245045179		0.198096	-236756	-0.942864084		0.183007	1479.53	0.954541642		0.18	-0.00098286	0.00098286	0.101671666		0.177006	306.643	0.106636156
0.184007	412.905	0.246267856		0.199098	-237293	-0.945002648		0.184007	1479.52	0.954535191		0.181	-0.00098384	0.00098384	0.101773042		0.178006	306.642	0.106617086
0.185007	415.221	0.247649181						0.185007	1479.52	0.954535191		0.182	-0.000984839	0.000984839	0.101876384		0.179007	306.641	0.106598017
0.186008	417.579	0.249055557						0.186008	1479.51	0.954528739		0.183	-0.00098585	0.00098585	0.101980966		0.180007	306.641	0.106598017
0.187008	419.936	0.250461337						0.187008	1479.5	0.954522287		0.184	-0.000986864	0.000986864	0.102085859		0.181007	306.64	0.106578947
0.188008	422.306	0.25187487						0.188008	1479.49	0.954515836		0.185	-0.00098787	0.00098787	0.102189924		0.182007	306.639	0.106559878
0.189008	424.705	0.253305699						0.189008	1479.46	0.954496481		0.186	-0.000988855	0.000988855	0.102291818		0.183007	306.639	0.106559878
0.190008	427.134	0.254754421						0.190008	1479.42	0.954470674		0.187	-0.000989809	0.000989809	0.102390504		0.184007	306.638	0.106540809
0.191008	429.582	0.256214475						0.191008	1479.36	0.954431964		0.188	-0.000990725	0.000990725	0.102485259		0.185007	306.637	0.106521739
0.192008	432.04	0.257680494						0.192008	1479.27	0.954373899		0.189	-0.000991595	0.000991595	0.102575256		0.186008	306.635	0.1064836
0.193009	434.536	0.259169177						0.193009	1479.16	0.954302931		0.19	-0.000992414	0.000992414	0.102659977		0.187008	306.633	0.106445461
0.194009	437.231	0.260776548						0.194009	1478.95	0.954167446		0.191	-0.000993192	0.000993192	0.102740457		0.188008	306.631	0.106407323
0.195009	440.532	0.262745355						0.195009	1478.56	0.953915832		0.192	-0.000993985	0.000993985	0.102822489		0.189008	306.628	0.106350114
0.196009	445.351	0.265619539						0.196009	1477.7	0.953360989		0.193	-0.000994945	0.000994945	0.102921796		0.190008	306.625	0.106292906
0.197009	453.043	0.270207259						0.197009	1476.54	0.952612598		0.194	-0.000996437	0.000996437	0.103076135		0.191008	306.621	0.106216629
0.19801	464.245	0.276888438						0.19801	1474.55	0.951328718		0.195	-0.000999248	0.000999248	0.103366918		0.192008	306.616	0.106121281
0.19901	475.663	0.283698446						0.19901	1468.61	0.947496435		0.196	-0.00100556	0.00100556	0.104019861		0.193009	306.609	0.105987796
												0.197	-0.0010196	0.0010196	0.105472225		0.194009	306.599	0.105797101
												0.198	-0.00104408	0.00104408	0.108004552		0.195009	306.585	0.10553013
												0.199	-0.00109906	0.00109906	0.113691942		0.196009	306.568	0.10520595
																	0.197009	306.559	0.105034325
																	0.19801	306.538	0.104633867
																	0.19901	306.286	0.099828375
																	0.2	307.282	0.11882151
